"ID","esa_avg","chirps_sum","era_prec_avg","era_temp_max_avg","era_temp_mean_avg","era_temp_min_avg","era_vswl_avg","kdd_event","kdd_result"
"ID_04270",0.298177973760499,1110.4229516983,NA,25.4855839170259,20.1047187454399,15.227317652209,0.309072691818763,20,30.731689453125
"ID_04772",0.340246243793287,1010.18996071815,NA,23.0909574581626,17.7033013557476,13.3531664905652,0.436126493582526,0,0
"ID_05554",0.320084167431243,1348.37892818451,NA,23.9550531431686,18.5197069922159,14.2773499954578,0.444674546589223,5,3.04907226562501
"ID_19297",0.231759266547508,675.174249410629,NA,22.7230479897974,18.1413147332643,14.3467740550977,0.264450569675393,0,0
"ID_19298",0.230457345301166,710.17174077034,NA,22.3260969295058,17.9633141983387,14.5165427984193,0.283673769928688,0,0
"ID_19299",0.229275488535765,723.132530450821,NA,22.4005544704861,17.9936973458749,14.5194099934896,0.279686997025101,0,0
"ID_19301",0.22322956690701,710.364560678601,NA,22.4201602951752,17.8842969216064,14.2836532528929,0.268693610049026,0,0
"ID_19302",0.255399466291362,664.231256008148,NA,21.5866095796943,17.264854552201,13.8632137115345,0.275773283001984,0,0
"ID_19303",0.258151903221704,664.231256008148,NA,21.5970780106278,17.3141451162619,13.9502244004258,0.281276705744746,0,0
"ID_19304",0.231432212185739,752.065870523453,NA,22.5030793984031,18.0991893068109,14.6199972144308,0.282643571649179,0,0
"ID_19305",0.258791234636424,677.242146015167,NA,21.0000439664502,16.7953634672179,13.5386575541971,0.293046439364875,0,0
"ID_19306",0.247887977209136,599.364626817405,NA,20.6809784579378,16.3559156619044,12.9597368328883,0.271601375145248,0,0
"ID_19308",0.23080806749076,736.093320131302,NA,22.4356889604448,18.0411266143616,14.5812894254117,0.282574670808809,0,0
"ID_19309",0.241267145315618,958.09383559227,NA,21.5768295940171,17.0933054073584,13.5582866440471,0.307638046069023,0,0
"ID_19310",0.241267145315618,958.09383559227,NA,21.5768295940171,17.0933054073584,13.5582866440471,0.307638046069023,0,0
"ID_19311",0.24072931304574,889.04552745819,NA,21.476000756616,16.9916843345574,13.4571054269602,0.306368358142383,0,0
"ID_19312",0.223952121894027,762.825311258435,NA,22.5813183981275,18.020688987409,14.4129158625527,0.26795866123583,0,0
"ID_19313",0.241024763578206,918.232523679733,NA,21.4905181884766,17.0086307060151,13.4750809260777,0.306801832857586,0,0
"ID_19314",0.241024763578206,918.232523679733,NA,21.4905181884766,17.0086307060151,13.4750809260777,0.306801832857586,0,0
"ID_19315",0.226556297854998,716.65213561058,NA,22.4413843615302,17.9616391927347,14.4194835268218,0.274399510745344,0,0
"ID_19316",0.226556297854998,716.65213561058,NA,22.4413843615302,17.9616391927347,14.4194835268218,0.274399510745344,0,0
"ID_19317",0.251258448688757,639.305530071258,NA,21.5641800567883,17.160066346027,13.6527346314502,0.267680066640304,0,0
"ID_19318",0.259176932766958,648.718645572662,NA,20.9038011155687,16.7108701952227,13.4523149919939,0.29450556322619,0,0
"ID_19319",0.227823287800506,683.182468652725,NA,22.252175690407,17.8808073945748,14.4403391283612,0.279625468291053,0,0
"ID_19320",0.236529596847266,895.728155374527,NA,21.3687933785575,16.8725475572405,13.3331196921212,0.298739861874353,0,0
"ID_19321",0.236529596847266,895.728155374527,NA,21.3687933785575,16.8725475572405,13.3331196921212,0.298739861874353,0,0
"ID_19322",0.222217126224529,812.390474695713,NA,21.7233328140199,17.1993813590163,13.6540598116032,0.257311055323184,0,0
"ID_19324",0.260126189684326,1002.65341876447,NA,20.6331062287208,16.3602005252269,13.0865744030429,0.369262353919359,0,0
"ID_19325",0.223653609731368,736.286140039563,NA,22.4873170946465,17.9357448629994,14.3367666275775,0.268367269651486,0,0
"ID_19326",0.254143174155064,682.373054027557,NA,21.6709918034127,17.3036716083436,13.8474628272914,0.272897816103373,0,0
"ID_19327",0.26010034780197,930.08180449903,NA,20.4179864682226,16.1828671301132,12.9238357994627,0.366398125928833,0,0
"ID_19328",0.219446804009232,624.244455575943,NA,22.6733032226563,17.8800565978228,13.8844747769631,0.247747529024458,0,0
"ID_02483",0.309267392956225,1086.12642884254,NA,24.8426036860319,20.4813392587956,17.0698641988255,0.468800794358222,0,0
"ID_02484",0.307691331231786,864.68194770813,NA,24.850831493433,20.4379579258426,16.9315128934556,0.46558295816615,0,0
"ID_02485",0.307226370008576,1097.07529741526,NA,24.9644176664807,20.5194817921472,17.0139476957775,0.464147639653039,0,0
"ID_02486",0.308820018990779,1099.43303608894,NA,24.9183624459513,20.5117384936575,17.0380896226415,0.467884419599169,0,0
"ID_02487",0.315565686941147,1096.56727671623,NA,24.7800920249772,20.4871066425259,17.1520090813184,0.472767382062555,0,0
"ID_02488",0.321375792277487,876.052399635315,NA,24.9032179156553,20.6201445644342,17.3306062272451,0.473560351769901,0,0
"ID_02489",0.310287736680197,1107.87153172493,NA,24.8403572431577,20.4931818278527,17.0834367340686,0.468521766413271,0,0
"ID_02490",0.278844144550108,680.437358856201,NA,25.1635470191904,21.8477371249957,18.9924175492869,0.346168629008385,0,0
"ID_02491",0.312107878968232,1098.57970738411,NA,24.7889280554366,20.4947108020521,17.1358853274829,0.468757733906785,0,0
"ID_02492",0.314634900143806,812.03687787056,NA,24.6323438457414,20.3586469463274,17.0327440448836,0.472754746480705,0,0
"ID_02493",0.310278549050608,1136.28110718727,NA,24.8355537171576,20.4856159056322,17.0662339520303,0.468494585365247,0,0
"ID_02494",0.314322744977885,1006.97360634804,NA,24.7778297424316,20.465002155304,17.1302352905273,0.470724085966746,0,0
