"ID","esa_avg","chirps_sum","era_prec_avg","era_temp_max_avg","era_temp_mean_avg","era_temp_min_avg","era_vswl_avg","kdd_event","kdd_result"
"ID_11666",0.300499053737696,1412.77125036717,NA,23.1876028391236,18.0689948012709,13.7961657987627,0.448208107406645,0,0
"ID_11721",0.331716104069861,1378.00900042057,NA,22.7806209063289,17.545946773696,13.5433798741813,0.451289334281125,0,0
"ID_11790",0.333907101859045,1654.0768122673,NA,22.7058160955256,17.4557333570538,13.5074148004705,0.453230586196437,0,0
"ID_12111",0.332359590400488,1378.00900042057,NA,22.8275765232308,17.5657085559986,13.5644660747871,0.453541286407955,0,0
"ID_12165",0.332020908951046,1442.93423384428,NA,22.7876027324412,17.6199112907888,13.4658407985574,0.457573541320196,0,0
"ID_12215",0.291287709321224,1483.16599404812,NA,23.335970703125,18.2394594573975,14.0124156494141,0.44228071085612,0,0
"ID_12619",0.290492009127504,1450.7669519186,NA,23.3479042886686,18.2594737344096,14.0345165861755,0.443227786643832,0,0
"ID_12943",0.366314740042494,1411.48623454571,NA,22.7441066576087,17.6119771727042,13.4894287699087,0.455618555803038,0,0
"ID_13232",0.339347595685379,1500.32369172573,NA,22.727309207833,17.4678988049992,13.4975607526354,0.454765927843652,0,0
"ID_13238",0.332086553655822,1264.22972452641,NA,22.8946791137006,17.6142529518142,13.5987525724422,0.452443875386441,0,0
"ID_13239",0.331842533775143,1208.86564028263,NA,22.935347611091,17.6308361384221,13.6035839632067,0.452041813403885,0,0
"ID_13600",0.298254893544842,1610.87377470732,NA,21.8292509883283,16.9483776669585,12.7999743358198,0.450725134118015,0,0
"ID_13805",0.332000148885044,1416.04128980637,NA,22.7973229233099,17.5516774197014,13.545739278988,0.452128562797494,0,0
"ID_14246",0.341139049325859,1395.13115859032,NA,23.0323823855874,17.6641578229616,13.6607451558764,0.45817279989385,0,0
"ID_14338",0.34182793797691,1338.90891629457,NA,23.1219185494088,17.8709419113022,13.6830312368032,0.457246450475744,0,0
"ID_15018",0.332156933194039,1250.84766638279,NA,22.8759648328387,17.5910269582738,13.5750753221565,0.452902955493891,0,0
"ID_16585",0.332611078253159,642.530148029328,NA,27.2120844487544,23.495495692611,20.1482275902808,0.38631613048918,23,14.81416015625
"ID_16586",0.354649806972099,532.701704978943,NA,27.0766813295077,23.4129655618583,20.1270663911262,0.374599057312912,19,18.4908203125
"ID_16587",0.345465673077287,661.906840324402,NA,26.2940067175663,22.5236595558398,19.2521726666075,0.331224889466257,9,13.32138671875
"ID_16588",0.360264616432013,631.280785767362,NA,26.8381930881076,23.0820137141664,19.9105095757379,0.33142030974965,16,33.660546875
"ID_16589",NA,690.452309370041,NA,27.53431640625,24.6548625996908,22.1577111816406,0.325400955200195,20,34.292236328125
"ID_16590",0.340248762023827,534.626353740692,NA,27.1694890097966,23.3638011811272,19.8538938976469,0.353352647609812,22,21.09013671875
"ID_16591",0.353652124645329,624.290868414566,NA,26.8829897584034,23.2150903888777,20.0426120790113,0.367021320246849,16,34.22548828125
"ID_16592",0.350517689391519,694.146445989609,NA,26.7784353545218,23.0334819003789,19.9383312803326,0.361838817596436,8,15.24091796875
"ID_16593",0.367698409035802,825.880225896836,NA,27.0445088704427,23.2988676812914,20.1625432332357,0.418007977803548,20,23.62548828125
"ID_16594",0.374133478145342,766.036587476731,NA,27.0978643193975,23.3606999050748,20.2579221433347,0.41979242731501,21,23.85146484375
"ID_16595",0.379449027088972,755.244091510773,NA,25.9181527944712,22.3370452514062,19.3102573101337,0.381009199680426,0,0
"ID_16596",0.345261788891472,661.94853258133,NA,26.2696870527195,22.5062703935852,19.2357748017056,0.332467494120125,8,12.84150390625
"ID_16597",0.345465673077287,663.651248693467,NA,26.2940067175663,22.5236595558398,19.2521726666075,0.331224889466257,9,13.32138671875
"ID_16598",NA,629.528586864471,NA,27.2125022364027,23.8916229189807,20.9406977762703,0.336184120663553,21,23.543115234375
"ID_16599",0.357012725933906,703.665120433085,NA,27.6693674395161,24.0666984722179,20.7957003685736,0.378399284937049,34,55.5279296875
"ID_16600",0.400910995483398,624.620228290558,NA,25.992505859375,22.3920205586751,19.311826171875,0.44325754292806,7,9.29692382812501
"ID_16601",0.406687848863349,639.333475351334,NA,25.9401375829646,22.4054805631835,19.3977024854812,0.451612562556534,7,9.29692382812501
"ID_16602",NA,577.11866736412,NA,27.1582557091346,24.3590218201662,21.8408473675068,0.318121433258057,11,5.95131835937502
"ID_16603",NA,577.11866736412,NA,27.1582557091346,24.3590218201662,21.8408473675068,0.318121433258057,11,5.95131835937502
"ID_16604",0.375916413816751,683.451615333557,NA,27.4163727405025,23.7303046357398,20.6793056114047,0.420183406156652,23,25.30732421875
"ID_16605",0.377102516153279,698.053025245666,NA,27.4895048253676,23.8101067063076,20.7665116852405,0.418976272632873,24,25.336279296875
"ID_16606",0.313375506670244,593.23912024498,NA,27.3049914944556,23.4643919114144,20.1005249515656,0.350050505771432,20,30.025634765625
"ID_16607",0.313671128536628,593.23912024498,NA,27.2487471417683,23.424383464286,20.0806188567867,0.351508546327834,19,24.802587890625
