"RMSE","R2","cluster","r.e.","model"
1862.6900262268,0.217486488242485,"Cluster 1","no random effect","MGMT"
1757.47009528611,0.194078172716556,"Cluster 1","no random effect","MGMT"
1764.32878510471,0.177352535959052,"Cluster 1","no random effect","MGMT"
1983.02154842365,0.24346293178354,"Cluster 1","no random effect","MGMT"
1847.40083458536,0.250877326275487,"Cluster 1","no random effect","MGMT"
1683.42400626133,0.297972023951298,"Cluster 1","no random effect","MGMT"
1899.12457028858,0.191812833343249,"Cluster 1","no random effect","MGMT"
1798.85730657789,0.174332335173744,"Cluster 1","no random effect","MGMT"
1776.91602218216,0.212795904044219,"Cluster 1","no random effect","MGMT"
1891.41832121466,0.297054778175599,"Cluster 1","no random effect","MGMT"
1778.41742551747,0.264065368230395,"Cluster 1","no random effect","MGMT"
1770.47012743865,0.202666884792164,"Cluster 1","no random effect","MGMT"
1851.24100452974,0.216612612818494,"Cluster 1","no random effect","MGMT"
1756.65185181806,0.28676671251878,"Cluster 1","no random effect","MGMT"
1799.28932782874,0.185366424838732,"Cluster 1","no random effect","MGMT"
1781.7294244868,0.241159908459997,"Cluster 1","no random effect","MGMT"
1900.65675508563,0.219258669912621,"Cluster 1","no random effect","MGMT"
1665.9023208255,0.236091755060693,"Cluster 1","no random effect","MGMT"
1952.0841207453,0.212935699910082,"Cluster 1","no random effect","MGMT"
1749.02697314541,0.179144929793223,"Cluster 1","no random effect","MGMT"
1847.45388236687,0.273852537861886,"Cluster 1","no random effect","MGMT"
1863.52910596986,0.18944641733853,"Cluster 1","no random effect","MGMT"
1832.32496169332,0.22677540303085,"Cluster 1","no random effect","MGMT"
1692.93975412036,0.235539854903625,"Cluster 1","no random effect","MGMT"
1726.65188074462,0.227510613203524,"Cluster 1","no random effect","MGMT"
1782.79049347227,0.26861880901086,"Cluster 1","no random effect","MGMT"
1790.09715220042,0.204462987876133,"Cluster 1","no random effect","MGMT"
1672.71222003796,0.233947281113105,"Cluster 1","no random effect","MGMT"
1774.52949411121,0.261196438362534,"Cluster 1","no random effect","MGMT"
1778.39187707508,0.223829914115763,"Cluster 1","no random effect","MGMT"
1745.14555257055,0.256347808081129,"Cluster 1","no random effect","MGMT"
1772.70557470418,0.170869687225171,"Cluster 1","no random effect","MGMT"
1868.8535617347,0.253829232437564,"Cluster 1","no random effect","MGMT"
1827.96826024342,0.223183074709244,"Cluster 1","no random effect","MGMT"
1869.68942038978,0.216926348870479,"Cluster 1","no random effect","MGMT"
1807.35576201755,0.243353462151312,"Cluster 1","no random effect","MGMT"
1829.79318167797,0.224844109505349,"Cluster 1","no random effect","MGMT"
1881.29919460981,0.222966787745641,"Cluster 1","no random effect","MGMT"
1859.03190517405,0.227052037285441,"Cluster 1","no random effect","MGMT"
1720.08231249026,0.196064903069602,"Cluster 1","no random effect","MGMT"
1963.23302421348,0.275667236889802,"Cluster 1","no random effect","MGMT"
1955.53693726216,0.244405395234761,"Cluster 1","no random effect","MGMT"
1730.58414739603,0.224231449674929,"Cluster 1","no random effect","MGMT"
1780.88157778482,0.233652605077596,"Cluster 1","no random effect","MGMT"
1824.7712151234,0.274128714846327,"Cluster 1","no random effect","MGMT"
1659.83389155385,0.259981880245476,"Cluster 1","no random effect","MGMT"
1752.80560443911,0.305593834013792,"Cluster 1","no random effect","MGMT"
1746.89668392165,0.199557536508454,"Cluster 1","no random effect","MGMT"
1787.19979973349,0.181469333198715,"Cluster 1","no random effect","MGMT"
1660.05093428325,0.248970696739793,"Cluster 1","no random effect","MGMT"
1683.69905988832,0.228600161075738,"Cluster 1","no random effect","MGMT"
1767.69253103811,0.222240007442869,"Cluster 1","no random effect","MGMT"
1715.05273318444,0.189598591226109,"Cluster 1","no random effect","MGMT"
1740.8369404744,0.251260507519325,"Cluster 1","no random effect","MGMT"
1803.59191347796,0.176571050456463,"Cluster 1","no random effect","MGMT"
1692.06330113114,0.24144166538646,"Cluster 1","no random effect","MGMT"
1775.20269031922,0.206159402075719,"Cluster 1","no random effect","MGMT"
1800.00501589933,0.227909132099231,"Cluster 1","no random effect","MGMT"
1781.20361109281,0.245442644186865,"Cluster 1","no random effect","MGMT"
1638.08156681278,0.230353442768833,"Cluster 1","no random effect","MGMT"
1850.65441890555,0.268654217162937,"Cluster 1","no random effect","MGMT"
1814.86701127964,0.240502782558823,"Cluster 1","no random effect","MGMT"
1719.08148218837,0.205303229914405,"Cluster 1","no random effect","MGMT"
1754.57681002588,0.24515879185619,"Cluster 1","no random effect","MGMT"
1858.35266678972,0.22994918475444,"Cluster 1","no random effect","MGMT"
1681.90918818992,0.233200217807517,"Cluster 1","no random effect","MGMT"
2028.63458912388,0.24868918377854,"Cluster 1","no random effect","MGMT"
1721.16593356182,0.176568453716923,"Cluster 1","no random effect","MGMT"
1679.01170756792,0.240416044541374,"Cluster 1","no random effect","MGMT"
1759.89893978074,0.224899827979473,"Cluster 1","no random effect","MGMT"
1745.51752333164,0.22705732282091,"Cluster 1","no random effect","MGMT"
1752.6819195063,0.185460635069034,"Cluster 1","no random effect","MGMT"
1880.2804661966,0.330391904551755,"Cluster 1","no random effect","MGMT"
1881.53525026691,0.200637989403658,"Cluster 1","no random effect","MGMT"
2006.63688826473,0.245180181964361,"Cluster 1","no random effect","MGMT"
1883.41532881026,0.220977268287329,"Cluster 1","no random effect","MGMT"
1817.31264305329,0.22430632802587,"Cluster 1","no random effect","MGMT"
1768.96078347021,0.184560678010182,"Cluster 1","no random effect","MGMT"
1767.70970140762,0.263137672621996,"Cluster 1","no random effect","MGMT"
1802.6010035025,0.250174744682027,"Cluster 1","no random effect","MGMT"
1730.53507696176,0.23628498369137,"Cluster 1","no random effect","MGMT"
1709.35483590535,0.206764665670901,"Cluster 1","no random effect","MGMT"
1832.83580208766,0.274039565508448,"Cluster 1","no random effect","MGMT"
1740.5054197628,0.239735329549063,"Cluster 1","no random effect","MGMT"
1829.3065766979,0.26224219890799,"Cluster 1","no random effect","MGMT"
1787.30291533286,0.277016512298792,"Cluster 1","no random effect","MGMT"
1742.74280548463,0.215973934345489,"Cluster 1","no random effect","MGMT"
1418.03897407664,0.0746630830890312,"Cluster 2","no random effect","MGMT"
1444.20401174009,0.0704504518349809,"Cluster 2","no random effect","MGMT"
1454.62701200222,0.0743611935382356,"Cluster 2","no random effect","MGMT"
1448.43173039494,0.0793802162736367,"Cluster 2","no random effect","MGMT"
1479.69814518196,0.0729837929547971,"Cluster 2","no random effect","MGMT"
1455.46314411081,0.0710523254981822,"Cluster 2","no random effect","MGMT"
1447.4186529075,0.0612726805423502,"Cluster 2","no random effect","MGMT"
1449.65306617375,0.0739784695850858,"Cluster 2","no random effect","MGMT"
1423.06709673439,0.0808362219305717,"Cluster 2","no random effect","MGMT"
1455.3205134682,0.074896544513333,"Cluster 2","no random effect","MGMT"
1436.11528790179,0.0772979607131719,"Cluster 2","no random effect","MGMT"
1454.10722151086,0.0785813255352601,"Cluster 2","no random effect","MGMT"
1444.05875166554,0.0714515178216449,"Cluster 2","no random effect","MGMT"
1446.47052930211,0.0759007441681733,"Cluster 2","no random effect","MGMT"
1454.9217117825,0.0677039877748752,"Cluster 2","no random effect","MGMT"
1446.3730394866,0.0778780924607614,"Cluster 2","no random effect","MGMT"
1443.08971001464,0.0664335199038336,"Cluster 2","no random effect","MGMT"
1458.03930054704,0.068553540444501,"Cluster 2","no random effect","MGMT"
1445.70256002559,0.0819220314454577,"Cluster 2","no random effect","MGMT"
1454.44069688446,0.0740011005635526,"Cluster 2","no random effect","MGMT"
1464.85005389558,0.0730395205936702,"Cluster 2","no random effect","MGMT"
1448.20333942575,0.0782345279486873,"Cluster 2","no random effect","MGMT"
1467.2751249667,0.0791420479895592,"Cluster 2","no random effect","MGMT"
1454.04958481041,0.085356643643328,"Cluster 2","no random effect","MGMT"
1442.71746590377,0.0719315898835421,"Cluster 2","no random effect","MGMT"
1464.39884714878,0.0658160190902239,"Cluster 2","no random effect","MGMT"
1444.01014963321,0.0717947654567022,"Cluster 2","no random effect","MGMT"
1457.68329854829,0.065345495902465,"Cluster 2","no random effect","MGMT"
1451.56867381855,0.072452725155302,"Cluster 2","no random effect","MGMT"
1458.26663487954,0.0770845718828799,"Cluster 2","no random effect","MGMT"
1446.70537158078,0.0684713782535944,"Cluster 2","no random effect","MGMT"
1454.58085270994,0.075896469315038,"Cluster 2","no random effect","MGMT"
1439.54470903204,0.0775681462049333,"Cluster 2","no random effect","MGMT"
1456.1515538358,0.0760285507186668,"Cluster 2","no random effect","MGMT"
1440.59039722886,0.077582410309404,"Cluster 2","no random effect","MGMT"
1456.12538916403,0.0700689286323547,"Cluster 2","no random effect","MGMT"
1456.9359553826,0.0773214708347777,"Cluster 2","no random effect","MGMT"
1447.42142285832,0.0814498659759688,"Cluster 2","no random effect","MGMT"
1436.19938420552,0.0729249027539556,"Cluster 2","no random effect","MGMT"
1448.19012871162,0.0759649457057172,"Cluster 2","no random effect","MGMT"
1461.42600695933,0.0695048500830202,"Cluster 2","no random effect","MGMT"
1449.6602466375,0.0826879329595465,"Cluster 2","no random effect","MGMT"
1468.45449720012,0.0673580703654314,"Cluster 2","no random effect","MGMT"
1447.52624775188,0.0815983788366867,"Cluster 2","no random effect","MGMT"
1450.60285393027,0.0730969730719569,"Cluster 2","no random effect","MGMT"
1449.85694053513,0.0785826631896083,"Cluster 2","no random effect","MGMT"
1466.81878212408,0.0675631427830509,"Cluster 2","no random effect","MGMT"
1476.05169699679,0.0727112662808073,"Cluster 2","no random effect","MGMT"
1460.37329246353,0.0623587271244882,"Cluster 2","no random effect","MGMT"
1473.23689428652,0.0677511809586344,"Cluster 2","no random effect","MGMT"
1427.08296633054,0.0849704802425068,"Cluster 2","no random effect","MGMT"
1456.87201540956,0.0737900385864248,"Cluster 2","no random effect","MGMT"
1474.9673238045,0.0707464446894379,"Cluster 2","no random effect","MGMT"
1428.2785327688,0.0764677684669255,"Cluster 2","no random effect","MGMT"
1448.77030639075,0.0797144775553303,"Cluster 2","no random effect","MGMT"
1455.03988832086,0.0645185443920309,"Cluster 2","no random effect","MGMT"
1466.06514927512,0.0644533902219931,"Cluster 2","no random effect","MGMT"
1444.8199045509,0.0648341364931226,"Cluster 2","no random effect","MGMT"
1441.72205543876,0.0787508180945759,"Cluster 2","no random effect","MGMT"
1448.32686049448,0.0697562706059067,"Cluster 2","no random effect","MGMT"
1433.54442501169,0.0726859289034251,"Cluster 2","no random effect","MGMT"
1433.42645940748,0.0675208908928581,"Cluster 2","no random effect","MGMT"
1472.39513543465,0.0704152940250824,"Cluster 2","no random effect","MGMT"
1471.99680091425,0.0660619803255112,"Cluster 2","no random effect","MGMT"
1447.47169313964,0.0762993477812351,"Cluster 2","no random effect","MGMT"
1451.08421996407,0.0721836401094225,"Cluster 2","no random effect","MGMT"
1473.3172791016,0.0726589866259352,"Cluster 2","no random effect","MGMT"
1467.1418967821,0.0737791022847195,"Cluster 2","no random effect","MGMT"
1452.79647770418,0.0757974179356167,"Cluster 2","no random effect","MGMT"
1439.73436631201,0.0751347313811642,"Cluster 2","no random effect","MGMT"
1456.47525635765,0.0784477444053935,"Cluster 2","no random effect","MGMT"
1437.92954257686,0.0853431981587542,"Cluster 2","no random effect","MGMT"
1446.36119800262,0.0884719145566232,"Cluster 2","no random effect","MGMT"
1435.32327823166,0.0645205140015112,"Cluster 2","no random effect","MGMT"
1447.84593309015,0.0815094397034065,"Cluster 2","no random effect","MGMT"
1451.1833045272,0.0654873703502064,"Cluster 2","no random effect","MGMT"
1440.38475416705,0.0641710768615862,"Cluster 2","no random effect","MGMT"
1455.46888713915,0.0651027955053067,"Cluster 2","no random effect","MGMT"
1452.14055292638,0.0638835240737163,"Cluster 2","no random effect","MGMT"
1462.06687000172,0.0661651448352221,"Cluster 2","no random effect","MGMT"
1455.59216682894,0.0787642035571868,"Cluster 2","no random effect","MGMT"
1459.89224716924,0.0726195475582747,"Cluster 2","no random effect","MGMT"
1464.95575525879,0.0708049325434299,"Cluster 2","no random effect","MGMT"
1449.32226660455,0.0845328793572691,"Cluster 2","no random effect","MGMT"
1457.45273366123,0.0691490934229651,"Cluster 2","no random effect","MGMT"
1460.87754899372,0.0738300579150192,"Cluster 2","no random effect","MGMT"
1452.30129691593,0.0791872767379057,"Cluster 2","no random effect","MGMT"
1461.88194975224,0.0697164978423151,"Cluster 2","no random effect","MGMT"
1435.99699743983,0.076944059975909,"Cluster 2","no random effect","MGMT"
1464.77591142239,0.0725586890304439,"Cluster 2","no random effect","MGMT"
1453.18990636909,0.0651260595795281,"Cluster 2","no random effect","MGMT"
1460.93949508262,0.0725361016995525,"Cluster 2","no random effect","MGMT"
1450.66123064174,0.076166301557973,"Cluster 2","no random effect","MGMT"
1472.37858035011,0.0635019590011815,"Cluster 2","no random effect","MGMT"
1445.09084016359,0.0707918015373405,"Cluster 2","no random effect","MGMT"
1449.10425911939,0.065246405652859,"Cluster 2","no random effect","MGMT"
1450.42666761864,0.079740436459047,"Cluster 2","no random effect","MGMT"
1461.32947104775,0.0667389728987216,"Cluster 2","no random effect","MGMT"
1467.89602625901,0.0666668580751837,"Cluster 2","no random effect","MGMT"
1443.96653180518,0.0755512452837133,"Cluster 2","no random effect","MGMT"
1481.81616127454,0.443125356431934,"Cluster 1","survey","MGMT"
1606.19691265368,0.435865754642495,"Cluster 1","survey","MGMT"
1559.46132917386,0.413128192079951,"Cluster 1","survey","MGMT"
1554.72227632919,0.391813223211293,"Cluster 1","survey","MGMT"
1564.85435704859,0.429077708320764,"Cluster 1","survey","MGMT"
1526.16659561264,0.426184507544714,"Cluster 1","survey","MGMT"
1552.68376984133,0.455312451045375,"Cluster 1","survey","MGMT"
1568.30043042548,0.484020036034344,"Cluster 1","survey","MGMT"
1527.80946569429,0.406777820120485,"Cluster 1","survey","MGMT"
1460.22468813451,0.421123350647166,"Cluster 1","survey","MGMT"
1575.77769187769,0.455799367090361,"Cluster 1","survey","MGMT"
1602.1303424629,0.424503622337783,"Cluster 1","survey","MGMT"
1599.65761899804,0.405266050958545,"Cluster 1","survey","MGMT"
1622.63420932225,0.407030293244662,"Cluster 1","survey","MGMT"
1528.29098906372,0.387804113879086,"Cluster 1","survey","MGMT"
1475.0068812692,0.413355736565242,"Cluster 1","survey","MGMT"
1697.40659527946,0.450685087072604,"Cluster 1","survey","MGMT"
1588.54341185891,0.448674595322453,"Cluster 1","survey","MGMT"
1501.03189224067,0.437840526396051,"Cluster 1","survey","MGMT"
1648.32606646685,0.388999349416407,"Cluster 1","survey","MGMT"
1557.64124450175,0.378790078728712,"Cluster 1","survey","MGMT"
1470.80918638392,0.462250917079668,"Cluster 1","survey","MGMT"
1593.70666543983,0.517513363257891,"Cluster 1","survey","MGMT"
1554.17143975606,0.438026090186733,"Cluster 1","survey","MGMT"
1591.7727116363,0.362991532026382,"Cluster 1","survey","MGMT"
1589.71170848608,0.422531724590554,"Cluster 1","survey","MGMT"
1528.65845988728,0.459706332454579,"Cluster 1","survey","MGMT"
1519.64715131762,0.40945185369812,"Cluster 1","survey","MGMT"
1527.80780776731,0.442301378882483,"Cluster 1","survey","MGMT"
1619.05235654444,0.439617315544486,"Cluster 1","survey","MGMT"
1474.86269118382,0.397034959507538,"Cluster 1","survey","MGMT"
1672.72336236072,0.439731522721127,"Cluster 1","survey","MGMT"
1473.03776540595,0.408147383547127,"Cluster 1","survey","MGMT"
1624.23804469109,0.429188290200748,"Cluster 1","survey","MGMT"
1605.51161861617,0.393262186617328,"Cluster 1","survey","MGMT"
1539.41191482666,0.45550726768705,"Cluster 1","survey","MGMT"
1508.34775865495,0.397210312895328,"Cluster 1","survey","MGMT"
1503.03325086148,0.414531933450798,"Cluster 1","survey","MGMT"
1528.47565392062,0.463846989930177,"Cluster 1","survey","MGMT"
1452.98115226573,0.48098917320701,"Cluster 1","survey","MGMT"
1437.47600613832,0.434273547262572,"Cluster 1","survey","MGMT"
1517.07163374212,0.460858935959285,"Cluster 1","survey","MGMT"
1584.35626949541,0.387737270641219,"Cluster 1","survey","MGMT"
1482.65544194344,0.479677055972309,"Cluster 1","survey","MGMT"
1535.6125925539,0.378412240216528,"Cluster 1","survey","MGMT"
1588.49888211275,0.463973489791587,"Cluster 1","survey","MGMT"
1612.94823904706,0.39623594436983,"Cluster 1","survey","MGMT"
1554.03567013503,0.4657951479056,"Cluster 1","survey","MGMT"
1565.84312374612,0.43394506815337,"Cluster 1","survey","MGMT"
1547.88078145155,0.44391111482987,"Cluster 1","survey","MGMT"
1653.3212050579,0.399192406431482,"Cluster 1","survey","MGMT"
1584.11533775376,0.444975750434632,"Cluster 1","survey","MGMT"
1518.55451541679,0.378469898049162,"Cluster 1","survey","MGMT"
1697.33223714,0.457354537648097,"Cluster 1","survey","MGMT"
1658.56811729565,0.461659303526112,"Cluster 1","survey","MGMT"
1535.2340627556,0.387418411318796,"Cluster 1","survey","MGMT"
1595.72154531156,0.386276161380587,"Cluster 1","survey","MGMT"
1562.50967671876,0.46736052472121,"Cluster 1","survey","MGMT"
1438.11110173094,0.445684659363231,"Cluster 1","survey","MGMT"
1547.98233630617,0.449657215155801,"Cluster 1","survey","MGMT"
1493.64104847287,0.41386031707167,"Cluster 1","survey","MGMT"
1494.0798992765,0.421536384858713,"Cluster 1","survey","MGMT"
1388.60971902021,0.47536418045984,"Cluster 1","survey","MGMT"
1480.73102108372,0.404907192201809,"Cluster 1","survey","MGMT"
1576.09045967446,0.389660491891076,"Cluster 1","survey","MGMT"
1494.53882230965,0.38483820478329,"Cluster 1","survey","MGMT"
1545.44612650277,0.410066974029127,"Cluster 1","survey","MGMT"
1632.02273565105,0.331826391946524,"Cluster 1","survey","MGMT"
1502.52524279576,0.403814384150839,"Cluster 1","survey","MGMT"
1505.52452966598,0.428597675872563,"Cluster 1","survey","MGMT"
1513.70959744696,0.455628711441705,"Cluster 1","survey","MGMT"
1556.44907829388,0.423432735600676,"Cluster 1","survey","MGMT"
1405.07892629925,0.437477509395529,"Cluster 1","survey","MGMT"
1556.830034483,0.481430372031038,"Cluster 1","survey","MGMT"
1582.79011535268,0.421329426690585,"Cluster 1","survey","MGMT"
1469.60439817539,0.419407281900677,"Cluster 1","survey","MGMT"
1562.99870838746,0.401369158849278,"Cluster 1","survey","MGMT"
1593.90268844992,0.437295479166287,"Cluster 1","survey","MGMT"
1471.38219772376,0.411350499509726,"Cluster 1","survey","MGMT"
1700.67029568363,0.485838823744109,"Cluster 1","survey","MGMT"
1508.09610963341,0.36468518741382,"Cluster 1","survey","MGMT"
1504.33584181673,0.39402275063396,"Cluster 1","survey","MGMT"
1560.36752283853,0.39668243945009,"Cluster 1","survey","MGMT"
1461.86121152534,0.460190129090985,"Cluster 1","survey","MGMT"
1512.37551110166,0.390324928552968,"Cluster 1","survey","MGMT"
1624.24025479865,0.490600514675225,"Cluster 1","survey","MGMT"
1610.16017012028,0.419599714789201,"Cluster 1","survey","MGMT"
1702.74417367904,0.470703069631378,"Cluster 1","survey","MGMT"
1622.18756774243,0.421686395160393,"Cluster 1","survey","MGMT"
1584.66112481384,0.412537721437185,"Cluster 1","survey","MGMT"
1500.92871580446,0.403778175761686,"Cluster 1","survey","MGMT"
1534.90527230182,0.442046503415653,"Cluster 1","survey","MGMT"
1499.93683359846,0.485149136944015,"Cluster 1","survey","MGMT"
1481.08757860572,0.44067435376518,"Cluster 1","survey","MGMT"
1476.89170269886,0.409492342029248,"Cluster 1","survey","MGMT"
1583.31508240317,0.451745994973817,"Cluster 1","survey","MGMT"
1576.46441254124,0.381841986428536,"Cluster 1","survey","MGMT"
1553.69056917173,0.481239941620193,"Cluster 1","survey","MGMT"
1541.06911115219,0.461558609869393,"Cluster 1","survey","MGMT"
1500.73537559256,0.417022341572197,"Cluster 1","survey","MGMT"
1403.33066506595,0.0938687535554204,"Cluster 2","survey","MGMT"
1426.00645642461,0.0937436498140383,"Cluster 2","survey","MGMT"
1432.63543202063,0.10244345841664,"Cluster 2","survey","MGMT"
1434.35635188184,0.0971086620273095,"Cluster 2","survey","MGMT"
1457.06451410498,0.101115226750267,"Cluster 2","survey","MGMT"
1435.12538546572,0.0967634710837003,"Cluster 2","survey","MGMT"
1432.78642346093,0.0802459335649995,"Cluster 2","survey","MGMT"
1435.8625082393,0.0917437190358588,"Cluster 2","survey","MGMT"
1410.95007703489,0.0963324218383042,"Cluster 2","survey","MGMT"
1442.62026987897,0.0909162916114858,"Cluster 2","survey","MGMT"
1417.96424016693,0.100560482820474,"Cluster 2","survey","MGMT"
1432.37393110128,0.106386375069072,"Cluster 2","survey","MGMT"
1427.42220243204,0.0927083566130655,"Cluster 2","survey","MGMT"
1431.16005800367,0.0951839313353701,"Cluster 2","survey","MGMT"
1439.73577618492,0.0869563597830746,"Cluster 2","survey","MGMT"
1425.69100246487,0.104235510113144,"Cluster 2","survey","MGMT"
1428.38612772446,0.0852876759343085,"Cluster 2","survey","MGMT"
1437.27405300313,0.0948506345555298,"Cluster 2","survey","MGMT"
1423.37069591116,0.110560363087836,"Cluster 2","survey","MGMT"
1437.96826995622,0.0948665870033858,"Cluster 2","survey","MGMT"
1442.1261086406,0.101796314730041,"Cluster 2","survey","MGMT"
1432.1043918452,0.0987385261902415,"Cluster 2","survey","MGMT"
1446.32546007292,0.105897476556489,"Cluster 2","survey","MGMT"
1438.80015538058,0.103985540471982,"Cluster 2","survey","MGMT"
1420.44887231045,0.10067299829877,"Cluster 2","survey","MGMT"
1447.21887447615,0.0875750478438591,"Cluster 2","survey","MGMT"
1429.67935169202,0.0904725961163991,"Cluster 2","survey","MGMT"
1440.71779220665,0.0870362038396559,"Cluster 2","survey","MGMT"
1432.02902919348,0.0968394261671442,"Cluster 2","survey","MGMT"
1441.78044225964,0.0977492856672263,"Cluster 2","survey","MGMT"
1433.16671071676,0.0857398087500549,"Cluster 2","survey","MGMT"
1438.90042173404,0.0956614090961704,"Cluster 2","survey","MGMT"
1420.09917614416,0.102380466301529,"Cluster 2","survey","MGMT"
1440.55041689554,0.0955179010717498,"Cluster 2","survey","MGMT"
1422.74636148395,0.100329595350942,"Cluster 2","survey","MGMT"
1436.58440991969,0.0949211492735578,"Cluster 2","survey","MGMT"
1439.50765895934,0.0991507756918885,"Cluster 2","survey","MGMT"
1429.7892846127,0.103631513249394,"Cluster 2","survey","MGMT"
1418.60309097582,0.095473849361183,"Cluster 2","survey","MGMT"
1425.78189214215,0.104723436549629,"Cluster 2","survey","MGMT"
1441.33691328026,0.0949658846389075,"Cluster 2","survey","MGMT"
1435.24616026217,0.100639547700273,"Cluster 2","survey","MGMT"
1453.17527644271,0.0866764864749233,"Cluster 2","survey","MGMT"
1432.12392312893,0.100715276351086,"Cluster 2","survey","MGMT"
1435.1267297067,0.0927856885362895,"Cluster 2","survey","MGMT"
1434.13883245388,0.0981519081784454,"Cluster 2","survey","MGMT"
1446.75316121127,0.0928240917383435,"Cluster 2","survey","MGMT"
1457.09337027343,0.0964766449032825,"Cluster 2","survey","MGMT"
1442.87673066701,0.0843682531862782,"Cluster 2","survey","MGMT"
1456.10482035675,0.0892841213327979,"Cluster 2","survey","MGMT"
1410.95080364957,0.105220560004407,"Cluster 2","survey","MGMT"
1442.40466147895,0.0921907128082176,"Cluster 2","survey","MGMT"
1454.28733152885,0.0967737662834759,"Cluster 2","survey","MGMT"
1411.12309713211,0.0985562322903923,"Cluster 2","survey","MGMT"
1435.19368597317,0.0965653677713132,"Cluster 2","survey","MGMT"
1438.95878608089,0.085428680654295,"Cluster 2","survey","MGMT"
1442.41172942552,0.0936181932118335,"Cluster 2","survey","MGMT"
1431.05570188145,0.0829510066942186,"Cluster 2","survey","MGMT"
1423.42894444886,0.102164805755317,"Cluster 2","survey","MGMT"
1426.94008601653,0.0971264379859508,"Cluster 2","survey","MGMT"
1416.02962033539,0.0952077238116698,"Cluster 2","survey","MGMT"
1417.25235756961,0.0884683832684317,"Cluster 2","survey","MGMT"
1453.57945419342,0.094093806970318,"Cluster 2","survey","MGMT"
1451.77022043179,0.0917886458414232,"Cluster 2","survey","MGMT"
1435.6638981035,0.0912068308917454,"Cluster 2","survey","MGMT"
1431.93582453345,0.0964989249684073,"Cluster 2","survey","MGMT"
1453.23213344442,0.0979543472953286,"Cluster 2","survey","MGMT"
1445.64542448765,0.101289685618921,"Cluster 2","survey","MGMT"
1438.06965442492,0.0945326239246348,"Cluster 2","survey","MGMT"
1419.71000698382,0.100901819216907,"Cluster 2","survey","MGMT"
1436.22900014447,0.104115798248142,"Cluster 2","survey","MGMT"
1425.93885084982,0.0997538250898378,"Cluster 2","survey","MGMT"
1432.41477364886,0.10491318395501,"Cluster 2","survey","MGMT"
1420.77883736759,0.0837701688970852,"Cluster 2","survey","MGMT"
1435.00686683195,0.0974969906976291,"Cluster 2","survey","MGMT"
1434.33747528424,0.0870694562493729,"Cluster 2","survey","MGMT"
1422.40630651226,0.087238760174288,"Cluster 2","survey","MGMT"
1435.27965684849,0.0903538664515111,"Cluster 2","survey","MGMT"
1433.48875119154,0.087580743430313,"Cluster 2","survey","MGMT"
1447.3449884152,0.0851087837225892,"Cluster 2","survey","MGMT"
1441.62844082915,0.0960666432196555,"Cluster 2","survey","MGMT"
1444.35824411351,0.0925440888285624,"Cluster 2","survey","MGMT"
1447.7276620723,0.0925111193757579,"Cluster 2","survey","MGMT"
1428.46698231194,0.111314855256856,"Cluster 2","survey","MGMT"
1439.30426517926,0.0921592856926908,"Cluster 2","survey","MGMT"
1446.48687743749,0.092044468055342,"Cluster 2","survey","MGMT"
1436.62083539505,0.0988284398278184,"Cluster 2","survey","MGMT"
1444.1289830932,0.0920042154547023,"Cluster 2","survey","MGMT"
1418.10466978711,0.0999292556620855,"Cluster 2","survey","MGMT"
1445.9215113892,0.0961624197136074,"Cluster 2","survey","MGMT"
1435.11162230149,0.0882221841792139,"Cluster 2","survey","MGMT"
1441.72566565973,0.0967559322511134,"Cluster 2","survey","MGMT"
1431.27070188788,0.100741509624023,"Cluster 2","survey","MGMT"
1450.59605489638,0.0906010198545632,"Cluster 2","survey","MGMT"
1426.72862655157,0.0943968013404761,"Cluster 2","survey","MGMT"
1428.21168118972,0.0916319045531433,"Cluster 2","survey","MGMT"
1439.24950143696,0.0934006491742888,"Cluster 2","survey","MGMT"
1445.79565121078,0.0866606389179645,"Cluster 2","survey","MGMT"
1449.9771597063,0.0894621273021721,"Cluster 2","survey","MGMT"
1428.13106040964,0.0956930687287017,"Cluster 2","survey","MGMT"
1657.09673508769,0.303691833067646,"Cluster 1","no random effect","COMB"
1850.54042226743,0.249893038291129,"Cluster 1","no random effect","COMB"
1756.92156757149,0.255280334122427,"Cluster 1","no random effect","COMB"
1736.60047631411,0.239241851767061,"Cluster 1","no random effect","COMB"
1848.01745549077,0.205018453622682,"Cluster 1","no random effect","COMB"
1767.59731728951,0.235644844158236,"Cluster 1","no random effect","COMB"
1819.08749576683,0.248262901108531,"Cluster 1","no random effect","COMB"
1817.90363405753,0.296368531357374,"Cluster 1","no random effect","COMB"
1754.61982290268,0.221866040088815,"Cluster 1","no random effect","COMB"
1711.62340505329,0.219879911952949,"Cluster 1","no random effect","COMB"
1805.74798172106,0.278526697252164,"Cluster 1","no random effect","COMB"
1924.01180790997,0.191586893482961,"Cluster 1","no random effect","COMB"
1981.00081367038,0.164035539620478,"Cluster 1","no random effect","COMB"
1837.90555448321,0.238047082664134,"Cluster 1","no random effect","COMB"
1730.79377317948,0.219200244744739,"Cluster 1","no random effect","COMB"
1723.50992692216,0.209100839394766,"Cluster 1","no random effect","COMB"
1969.57829375986,0.25007248142714,"Cluster 1","no random effect","COMB"
1863.18237206895,0.237125956112244,"Cluster 1","no random effect","COMB"
1682.32456271859,0.294733593543793,"Cluster 1","no random effect","COMB"
